age,unit,sex,indic_em,geo,year,employment
Y15-64,PC_POP,M,EMP_LFS,ES,2012 ,60.3 
Y15-64,PC_POP,M,EMP_LFS,EU15,2012 ,70.5 
Y15-64,PC_POP,M,EMP_LFS,EU27_2020,2012 ,68.8 
Y15-64,PC_POP,M,EMP_LFS,EU28,2012 ,69.6 
Y15-64,PC_POP,M,EMP_LFS,FI,2012 ,70.5 
Y15-64,PC_POP,M,EMP_LFS,FR,2012 ,67.6 e
Y15-64,PC_POP,M,EMP_LFS,FX,2012 ,68.1 
Y15-64,PC_POP,M,EMP_LFS,HR,2012 ,58.5 
Y15-64,PC_POP,M,EMP_LFS,HU,2012 ,61.6 
Y15-64,PC_POP,M,EMP_LFS,IE,2012 ,63.7 
Y15-64,PC_POP,M,EMP_LFS,IS,2012 ,81.5 
Y15-64,PC_POP,M,EMP_LFS,IT,2012 ,66.3 
Y15-64,PC_POP,M,EMP_LFS,LT,2012 ,62.2 
Y15-64,PC_POP,M,EMP_LFS,LU,2012 ,72.5 
Y15-64,PC_POP,M,EMP_LFS,LV,2012 ,64.4 
Y15-64,PC_POP,M,EMP_LFS,ME,2012 ,52.1 
Y15-64,PC_POP,M,EMP_LFS,MK,2012 ,52.4 
Y15-64,PC_POP,M,EMP_LFS,MT,2012 ,74.0 
Y15-64,PC_POP,M,EMP_LFS,NL,2012 ,79.3 
Y15-64,PC_POP,M,EMP_LFS,NO,2012 ,77.6 
Y15-64,PC_POP,M,EMP_LFS,PL,2012 ,66.3 
Y15-64,PC_POP,M,EMP_LFS,PT,2012 ,64.5 
Y15-64,PC_POP,M,EMP_LFS,RO,2012 ,67.6 
Y15-64,PC_POP,M,EMP_LFS,RS,2012 ,: 
Y15-64,PC_POP,M,EMP_LFS,SE,2012 ,75.6 
Y15-64,PC_POP,M,EMP_LFS,SI,2012 ,67.4 
Y15-64,PC_POP,M,EMP_LFS,SK,2012 ,66.7 
Y15-64,PC_POP,M,EMP_LFS,TR,2012 ,69.2 
Y15-64,PC_POP,M,EMP_LFS,UK,2012 ,75.0 
Y15-64,PC_POP,T,ACT,AT,2012 ,75.1 
Y15-64,PC_POP,T,ACT,BE,2012 ,66.9 
Y15-64,PC_POP,T,ACT,BG,2012 ,67.1 
Y15-64,PC_POP,T,ACT,CH,2012 ,82.3 
Y15-64,PC_POP,T,ACT,CY,2012 ,73.5 
Y15-64,PC_POP,T,ACT,CZ,2012 ,71.6 
Y15-64,PC_POP,T,ACT,DE,2012 ,77.2 
Y15-64,PC_POP,T,ACT,DK,2012 ,77.2 
Y15-64,PC_POP,T,ACT,EA19,2012 ,72.0 
Y15-64,PC_POP,T,ACT,EE,2012 ,74.8 
Y15-64,PC_POP,T,ACT,EL,2012 ,67.5 
Y15-64,PC_POP,T,ACT,ES,2012 ,74.3 
Y15-64,PC_POP,T,ACT,EU15,2012 ,72.9 
Y15-64,PC_POP,T,ACT,EU27_2020,2012 ,71.0 
Y15-64,PC_POP,T,ACT,EU28,2012 ,71.7 
Y15-64,PC_POP,T,ACT,FI,2012 ,75.2 
Y15-64,PC_POP,T,ACT,FR,2012 ,70.4 e
Y15-64,PC_POP,T,ACT,FX,2012 ,70.7 
Y15-64,PC_POP,T,ACT,HR,2012 ,63.9 
Y15-64,PC_POP,T,ACT,HU,2012 ,63.7 
Y15-64,PC_POP,T,ACT,IE,2012 ,71.1 
Y15-64,PC_POP,T,ACT,IS,2012 ,84.9 
Y15-64,PC_POP,T,ACT,IT,2012 ,63.5 
Y15-64,PC_POP,T,ACT,LT,2012 ,71.8 
Y15-64,PC_POP,T,ACT,LU,2012 ,69.4 
Y15-64,PC_POP,T,ACT,LV,2012 ,74.4 
Y15-64,PC_POP,T,ACT,ME,2012 ,58.8 
Y15-64,PC_POP,T,ACT,MK,2012 ,63.9 
Y15-64,PC_POP,T,ACT,MT,2012 ,63.9 
Y15-64,PC_POP,T,ACT,NL,2012 ,79.0 
Y15-64,PC_POP,T,ACT,NO,2012 ,78.2 
Y15-64,PC_POP,T,ACT,PL,2012 ,66.5 
Y15-64,PC_POP,T,ACT,PT,2012 ,73.4 
Y15-64,PC_POP,T,ACT,RO,2012 ,64.8 
Y15-64,PC_POP,T,ACT,RS,2012 ,: 
Y15-64,PC_POP,T,ACT,SE,2012 ,80.3 
Y15-64,PC_POP,T,ACT,SI,2012 ,70.4 
Y15-64,PC_POP,T,ACT,SK,2012 ,69.4 
Y15-64,PC_POP,T,ACT,TR,2012 ,53.3 
Y15-64,PC_POP,T,ACT,UK,2012 ,76.1 
Y15-64,PC_POP,T,EMP_LFS,AT,2012 ,71.4 
Y15-64,PC_POP,T,EMP_LFS,BE,2012 ,61.8 
Y15-64,PC_POP,T,EMP_LFS,BG,2012 ,58.8 
Y15-64,PC_POP,T,EMP_LFS,CH,2012 ,78.5 
Y15-64,PC_POP,T,EMP_LFS,CY,2012 ,64.6 
Y15-64,PC_POP,T,EMP_LFS,CZ,2012 ,66.5 
Y15-64,PC_POP,T,EMP_LFS,DE,2012 ,73.0 
Y15-64,PC_POP,T,EMP_LFS,DK,2012 ,71.0 
Y15-64,PC_POP,T,EMP_LFS,EA19,2012 ,63.7 
Y15-64,PC_POP,T,EMP_LFS,EE,2012 ,67.1 
Y15-64,PC_POP,T,EMP_LFS,EL,2012 ,50.8 
Y15-64,PC_POP,T,EMP_LFS,ES,2012 ,55.8 
Y15-64,PC_POP,T,EMP_LFS,EU15,2012 ,65.1 
Y15-64,PC_POP,T,EMP_LFS,EU27_2020,2012 ,63.2 
Y15-64,PC_POP,T,EMP_LFS,EU28,2012 ,64.1 
Y15-64,PC_POP,T,EMP_LFS,FI,2012 ,69.4 
Y15-64,PC_POP,T,EMP_LFS,FR,2012 ,63.5 e
Y15-64,PC_POP,T,EMP_LFS,FX,2012 ,64.0 
Y15-64,PC_POP,T,EMP_LFS,HR,2012 ,53.5 
Y15-64,PC_POP,T,EMP_LFS,HU,2012 ,56.7 
Y15-64,PC_POP,T,EMP_LFS,IE,2012 ,59.9 
Y15-64,PC_POP,T,EMP_LFS,IS,2012 ,79.7 
Y15-64,PC_POP,T,EMP_LFS,IT,2012 ,56.6 
Y15-64,PC_POP,T,EMP_LFS,LT,2012 ,62.0 
Y15-64,PC_POP,T,EMP_LFS,LU,2012 ,65.8 
Y15-64,PC_POP,T,EMP_LFS,LV,2012 ,63.0 
Y15-64,PC_POP,T,EMP_LFS,ME,2012 ,47.0 
Y15-64,PC_POP,T,EMP_LFS,MK,2012 ,44.0 
Y15-64,PC_POP,T,EMP_LFS,MT,2012 ,59.9 
Y15-64,PC_POP,T,EMP_LFS,NL,2012 ,74.4 
Y15-64,PC_POP,T,EMP_LFS,NO,2012 ,75.7 
Y15-64,PC_POP,T,EMP_LFS,PL,2012 ,59.7 
Y15-64,PC_POP,T,EMP_LFS,PT,2012 ,61.4 
Y15-64,PC_POP,T,EMP_LFS,RO,2012 ,60.2 
Y15-64,PC_POP,T,EMP_LFS,RS,2012 ,: 
Y15-64,PC_POP,T,EMP_LFS,SE,2012 ,73.8 
Y15-64,PC_POP,T,EMP_LFS,SI,2012 ,64.1 
Y15-64,PC_POP,T,EMP_LFS,SK,2012 ,59.7 
Y15-64,PC_POP,T,EMP_LFS,TR,2012 ,48.9 
Y15-64,PC_POP,T,EMP_LFS,UK,2012 ,69.9 
Y15-64,THS_PER,F,ACT,AT,2012 ,1981 
Y15-64,THS_PER,F,ACT,BE,2012 ,2210 
Y15-64,THS_PER,F,ACT,BG,2012 ,1546 
Y15-64,THS_PER,F,ACT,CH,2012 ,2043 
Y15-64,THS_PER,F,ACT,CY,2012 ,204 
Y15-64,THS_PER,F,ACT,CZ,2012 ,2266 
Y15-64,THS_PER,F,ACT,DE,2012 ,18794 
Y15-64,THS_PER,F,ACT,DK,2012 ,1332 
Y15-64,THS_PER,F,ACT,EA19,2012 ,72118 
Y15-64,THS_PER,F,ACT,EE,2012 ,321 
Y15-64,THS_PER,F,ACT,EL,2012 ,2109 
Y15-64,THS_PER,F,ACT,ES,2012 ,10633 
Y15-64,THS_PER,F,ACT,EU15,2012 ,86819 
Y15-64,THS_PER,F,ACT,EU27_2020,2012 ,93944 
Y15-64,THS_PER,F,ACT,EU28,2012 ,108454 
Y15-64,THS_PER,F,ACT,FI,2012 ,1278 
Y15-64,THS_PER,F,ACT,FR,2012 ,13828 e
Y15-64,THS_PER,F,ACT,FX,2012 ,13467 
Y15-64,THS_PER,F,ACT,HR,2012 ,828 
Y15-64,THS_PER,F,ACT,HU,2012 ,1974 
Y15-64,THS_PER,F,ACT,IE,2012 ,992 
Y15-64,THS_PER,F,ACT,IS,2012 ,82 
Y15-64,THS_PER,F,ACT,IT,2012 ,10530 
Y15-64,THS_PER,F,ACT,LT,2012 ,728 
Y15-64,THS_PER,F,ACT,LU,2012 ,110 
Y15-64,THS_PER,F,ACT,LV,2012 ,507 
Y15-64,THS_PER,F,ACT,ME,2012 ,111 
Y15-64,THS_PER,F,ACT,MK,2012 ,367 
Y15-64,THS_PER,F,ACT,MT,2012 ,69 
Y15-64,THS_PER,F,ACT,NL,2012 ,4053 
Y15-64,THS_PER,F,ACT,NO,2012 ,1224 
Y15-64,THS_PER,F,ACT,PL,2012 ,7691 
Y15-64,THS_PER,F,ACT,PT,2012 ,2478 
Y15-64,THS_PER,F,ACT,RO,2012 ,3846 
Y15-64,THS_PER,F,ACT,RS,2012 ,: 
Y15-64,THS_PER,F,ACT,SE,2012 ,2342 
Y15-64,THS_PER,F,ACT,SI,2012 ,460 
Y15-64,THS_PER,F,ACT,SK,2012 ,1195 
Y15-64,THS_PER,F,ACT,TR,2012 ,7873 
Y15-64,THS_PER,F,ACT,UK,2012 ,14510 
Y15-64,THS_PER,F,EMP_LFS,AT,2012 ,1885 
Y15-64,THS_PER,F,EMP_LFS,BE,2012 ,2046 
Y15-64,THS_PER,F,EMP_LFS,BG,2012 ,1378 
Y15-64,THS_PER,F,EMP_LFS,CH,2012 ,1945 
Y15-64,THS_PER,F,EMP_LFS,CY,2012 ,181 
Y15-64,THS_PER,F,EMP_LFS,CZ,2012 ,2079 
Y15-64,THS_PER,F,EMP_LFS,DE,2012 ,17809 
Y15-64,THS_PER,F,EMP_LFS,DK,2012 ,1227 
Y15-64,THS_PER,F,EMP_LFS,EA19,2012 ,63762 
Y15-64,THS_PER,F,EMP_LFS,EE,2012 ,291 
Y15-64,THS_PER,F,EMP_LFS,EL,2012 ,1510 
Y15-64,THS_PER,F,EMP_LFS,ES,2012 ,7957 
Y15-64,THS_PER,F,EMP_LFS,EU15,2012 ,77516 
Y15-64,THS_PER,F,EMP_LFS,EU27_2020,2012 ,83503 
Y15-64,THS_PER,F,EMP_LFS,EU28,2012 ,96921 
Y15-64,THS_PER,F,EMP_LFS,FI,2012 ,1187 
Y15-64,THS_PER,F,EMP_LFS,FR,2012 ,12473 e
Y15-64,THS_PER,F,EMP_LFS,FX,2012 ,12199 
Y15-64,THS_PER,F,EMP_LFS,HR,2012 ,693 
Y15-64,THS_PER,F,EMP_LFS,HU,2012 ,1764 
Y15-64,THS_PER,F,EMP_LFS,IE,2012 ,864 
Y15-64,THS_PER,F,EMP_LFS,IS,2012 ,78 
Y15-64,THS_PER,F,EMP_LFS,IT,2012 ,9276 
Y15-64,THS_PER,F,EMP_LFS,LT,2012 ,642 
Y15-64,THS_PER,F,EMP_LFS,LU,2012 ,103 
Y15-64,THS_PER,F,EMP_LFS,LV,2012 ,435 
Y15-64,THS_PER,F,EMP_LFS,ME,2012 ,88 
Y15-64,THS_PER,F,EMP_LFS,MK,2012 ,255 
Y15-64,THS_PER,F,EMP_LFS,MT,2012 ,64 
Y15-64,THS_PER,F,EMP_LFS,NL,2012 ,3799 
Y15-64,THS_PER,F,EMP_LFS,NO,2012 ,1191 
Y15-64,THS_PER,F,EMP_LFS,PL,2012 ,6842 
Y15-64,THS_PER,F,EMP_LFS,PT,2012 ,2079 
Y15-64,THS_PER,F,EMP_LFS,RO,2012 ,3600 
Y15-64,THS_PER,F,EMP_LFS,RS,2012 ,: 
Y15-64,THS_PER,F,EMP_LFS,SE,2012 ,2160 
Y15-64,THS_PER,F,EMP_LFS,SI,2012 ,416 
Y15-64,THS_PER,F,EMP_LFS,SK,2012 ,1021 
Y15-64,THS_PER,F,EMP_LFS,TR,2012 ,7117 
Y15-64,THS_PER,F,EMP_LFS,UK,2012 ,13417 
Y15-64,THS_PER,M,ACT,AT,2012 ,2241 
Y15-64,THS_PER,M,ACT,BE,2012 ,2637 
Y15-64,THS_PER,M,ACT,BG,2012 ,1758 
Y15-64,THS_PER,M,ACT,CH,2012 ,2374 
Y15-64,THS_PER,M,ACT,CY,2012 ,223 
Y15-64,THS_PER,M,ACT,CZ,2012 ,2909 
Y15-64,THS_PER,M,ACT,DE,2012 ,21744 
Y15-64,THS_PER,M,ACT,DK,2012 ,1456 
Y15-64,THS_PER,M,ACT,EA19,2012 ,84908 
Y15-64,THS_PER,M,ACT,EE,2012 ,337 
Y15-64,THS_PER,M,ACT,EL,2012 ,2719 
Y15-64,THS_PER,M,ACT,ES,2012 ,12648 
Y15-64,THS_PER,M,ACT,EU15,2012 ,101659 
Y15-64,THS_PER,M,ACT,EU27_2020,2012 ,111281 
Y15-64,THS_PER,M,ACT,EU28,2012 ,127932 
Y15-64,THS_PER,M,ACT,FI,2012 ,1359 
Y15-64,THS_PER,M,ACT,FR,2012 ,15154 e
Y15-64,THS_PER,M,ACT,FX,2012 ,14776 
Y15-64,THS_PER,M,ACT,HR,2012 ,997 
Y15-64,THS_PER,M,ACT,HU,2012 ,2290 
Y15-64,THS_PER,M,ACT,IE,2012 ,1182 
Y15-64,THS_PER,M,ACT,IS,2012 ,89 
Y15-64,THS_PER,M,ACT,IT,2012 ,14303 
Y15-64,THS_PER,M,ACT,LT,2012 ,713 
Y15-64,THS_PER,M,ACT,LU,2012 ,137 
Y15-64,THS_PER,M,ACT,LV,2012 ,499 
Y15-64,THS_PER,M,ACT,ME,2012 ,137 
Y15-64,THS_PER,M,ACT,MK,2012 ,569 
Y15-64,THS_PER,M,ACT,MT,2012 ,113 
Y15-64,THS_PER,M,ACT,NL,2012 ,4632 
Y15-64,THS_PER,M,ACT,NO,2012 ,1364 
Y15-64,THS_PER,M,ACT,PL,2012 ,9394 
Y15-64,THS_PER,M,ACT,PT,2012 ,2609 
Y15-64,THS_PER,M,ACT,RO,2012 ,5003 
Y15-64,THS_PER,M,ACT,RS,2012 ,: 
Y15-64,THS_PER,M,ACT,SE,2012 ,2567 
Y15-64,THS_PER,M,ACT,SI,2012 ,536 
Y15-64,THS_PER,M,ACT,SK,2012 ,1500 
Y15-64,THS_PER,M,ACT,TR,2012 ,18495 
Y15-64,THS_PER,M,ACT,UK,2012 ,16650 
Y15-64,THS_PER,M,EMP_LFS,AT,2012 ,2129 
Y15-64,THS_PER,M,EMP_LFS,BE,2012 ,2433 
Y15-64,THS_PER,M,EMP_LFS,BG,2012 ,1517 
Y15-64,THS_PER,M,EMP_LFS,CH,2012 ,2270 
Y15-64,THS_PER,M,EMP_LFS,CY,2012 ,194 
Y15-64,THS_PER,M,EMP_LFS,CZ,2012 ,2732 
Y15-64,THS_PER,M,EMP_LFS,DE,2012 ,20512 
Y15-64,THS_PER,M,EMP_LFS,DK,2012 ,1338 
Y15-64,THS_PER,M,EMP_LFS,EA19,2012 ,75264 
Y15-64,THS_PER,M,EMP_LFS,EE,2012 ,300 
Y15-64,THS_PER,M,EMP_LFS,EL,2012 ,2126 
Y15-64,THS_PER,M,EMP_LFS,ES,2012 ,9520 
Y15-64,THS_PER,M,EMP_LFS,EU15,2012 ,90778 
Y15-64,THS_PER,M,EMP_LFS,EU27_2020,2012 ,99185 
Y15-64,THS_PER,M,EMP_LFS,EU28,2012 ,114417 
Y15-64,THS_PER,M,EMP_LFS,FI,2012 ,1244 
Y15-64,THS_PER,M,EMP_LFS,FR,2012 ,13658 e
Y15-64,THS_PER,M,EMP_LFS,FX,2012 ,13369 
Y15-64,THS_PER,M,EMP_LFS,HR,2012 ,835 
Y15-64,THS_PER,M,EMP_LFS,HU,2012 ,2029 
Y15-64,THS_PER,M,EMP_LFS,IE,2012 ,967 
Y15-64,THS_PER,M,EMP_LFS,IS,2012 ,83 
Y15-64,THS_PER,M,EMP_LFS,IT,2012 ,12873 
Y15-64,THS_PER,M,EMP_LFS,LT,2012 ,603 
Y15-64,THS_PER,M,EMP_LFS,LU,2012 ,130 
Y15-64,THS_PER,M,EMP_LFS,LV,2012 ,417 
Y15-64,THS_PER,M,EMP_LFS,ME,2012 ,110 
Y15-64,THS_PER,M,EMP_LFS,MK,2012 ,389 
Y15-64,THS_PER,M,EMP_LFS,MT,2012 ,107 
Y15-64,THS_PER,M,EMP_LFS,NL,2012 ,4376 
Y15-64,THS_PER,M,EMP_LFS,NO,2012 ,1314 
Y15-64,THS_PER,M,EMP_LFS,PL,2012 ,8498 
Y15-64,THS_PER,M,EMP_LFS,PT,2012 ,2177 
Y15-64,THS_PER,M,EMP_LFS,RO,2012 ,4622 
Y15-64,THS_PER,M,EMP_LFS,RS,2012 ,: 
Y15-64,THS_PER,M,EMP_LFS,SE,2012 ,2350 
Y15-64,THS_PER,M,EMP_LFS,SI,2012 ,490 
Y15-64,THS_PER,M,EMP_LFS,SK,2012 ,1296 
Y15-64,THS_PER,M,EMP_LFS,TR,2012 ,17054 
Y15-64,THS_PER,M,EMP_LFS,UK,2012 ,15233 
Y15-64,THS_PER,T,ACT,AT,2012 ,4222 
Y15-64,THS_PER,T,ACT,BE,2012 ,4847 
Y15-64,THS_PER,T,ACT,BG,2012 ,3304 
Y15-64,THS_PER,T,ACT,CH,2012 ,4418 
Y15-64,THS_PER,T,ACT,CY,2012 ,426 
Y15-64,THS_PER,T,ACT,CZ,2012 ,5175 
Y15-64,THS_PER,T,ACT,DE,2012 ,40538 
Y15-64,THS_PER,T,ACT,DK,2012 ,2788 
Y15-64,THS_PER,T,ACT,EA19,2012 ,157025 
Y15-64,THS_PER,T,ACT,EE,2012 ,658 
Y15-64,THS_PER,T,ACT,EL,2012 ,4828 
Y15-64,THS_PER,T,ACT,ES,2012 ,23281 
Y15-64,THS_PER,T,ACT,EU15,2012 ,188478 
Y15-64,THS_PER,T,ACT,EU27_2020,2012 ,205225 
Y15-64,THS_PER,T,ACT,EU28,2012 ,236386 
Y15-64,THS_PER,T,ACT,FI,2012 ,2637 
Y15-64,THS_PER,T,ACT,FR,2012 ,28983 e
Y15-64,THS_PER,T,ACT,FX,2012 ,28242 
Y15-64,THS_PER,T,ACT,HR,2012 ,1825 
Y15-64,THS_PER,T,ACT,HU,2012 ,4265 
Y15-64,THS_PER,T,ACT,IE,2012 ,2174 
Y15-64,THS_PER,T,ACT,IS,2012 ,171 
Y15-64,THS_PER,T,ACT,IT,2012 ,24832 
Y15-64,THS_PER,T,ACT,LT,2012 ,1441 
Y15-64,THS_PER,T,ACT,LU,2012 ,246 
Y15-64,THS_PER,T,ACT,LV,2012 ,1006 
Y15-64,THS_PER,T,ACT,ME,2012 ,248 
Y15-64,THS_PER,T,ACT,MK,2012 ,935 
Y15-64,THS_PER,T,ACT,MT,2012 ,182 
Y15-64,THS_PER,T,ACT,NL,2012 ,8684 
Y15-64,THS_PER,T,ACT,NO,2012 ,2588 
Y15-64,THS_PER,T,ACT,PL,2012 ,17085 
Y15-64,THS_PER,T,ACT,PT,2012 ,5087 
Y15-64,THS_PER,T,ACT,RO,2012 ,8849 
Y15-64,THS_PER,T,ACT,RS,2012 ,: 
Y15-64,THS_PER,T,ACT,SE,2012 ,4909 
Y15-64,THS_PER,T,ACT,SI,2012 ,996 
Y15-64,THS_PER,T,ACT,SK,2012 ,2695 
Y15-64,THS_PER,T,ACT,TR,2012 ,26367 
Y15-64,THS_PER,T,ACT,UK,2012 ,31161 
Y15-64,THS_PER,T,EMP_LFS,AT,2012 ,4013 
Y15-64,THS_PER,T,EMP_LFS,BE,2012 ,4479 
Y15-64,THS_PER,T,EMP_LFS,BG,2012 ,2895 
Y15-64,THS_PER,T,EMP_LFS,CH,2012 ,4214 
Y15-64,THS_PER,T,EMP_LFS,CY,2012 ,375 
Y15-64,THS_PER,T,EMP_LFS,CZ,2012 ,4810 
Y15-64,THS_PER,T,EMP_LFS,DE,2012 ,38321 
Y15-64,THS_PER,T,EMP_LFS,DK,2012 ,2565 
Y15-64,THS_PER,T,EMP_LFS,EA19,2012 ,139026 
Y15-64,THS_PER,T,EMP_LFS,EE,2012 ,591 
Y15-64,THS_PER,T,EMP_LFS,EL,2012 ,3636 
Y15-64,THS_PER,T,EMP_LFS,ES,2012 ,17477 
Y15-64,THS_PER,T,EMP_LFS,EU15,2012 ,168293 
Y15-64,THS_PER,T,EMP_LFS,EU27_2020,2012 ,182688 
Y15-64,THS_PER,T,EMP_LFS,EU28,2012 ,211338 
Y15-64,THS_PER,T,EMP_LFS,FI,2012 ,2431 
Y15-64,THS_PER,T,EMP_LFS,FR,2012 ,26131 e
Y15-64,THS_PER,T,EMP_LFS,FX,2012 ,25568 
Y15-64,THS_PER,T,EMP_LFS,HR,2012 ,1528 
Y15-64,THS_PER,T,EMP_LFS,HU,2012 ,3793 
Y15-64,THS_PER,T,EMP_LFS,IE,2012 ,1831 
Y15-64,THS_PER,T,EMP_LFS,IS,2012 ,161 
Y15-64,THS_PER,T,EMP_LFS,IT,2012 ,22149 
Y15-64,THS_PER,T,EMP_LFS,LT,2012 ,1244 
Y15-64,THS_PER,T,EMP_LFS,LU,2012 ,234 
Y15-64,THS_PER,T,EMP_LFS,LV,2012 ,852 
Y15-64,THS_PER,T,EMP_LFS,ME,2012 ,198 
Y15-64,THS_PER,T,EMP_LFS,MK,2012 ,643 
Y15-64,THS_PER,T,EMP_LFS,MT,2012 ,171 
Y15-64,THS_PER,T,EMP_LFS,NL,2012 ,8174 
Y15-64,THS_PER,T,EMP_LFS,NO,2012 ,2506 
Y15-64,THS_PER,T,EMP_LFS,PL,2012 ,15340 
Y15-64,THS_PER,T,EMP_LFS,PT,2012 ,4256 
Y15-64,THS_PER,T,EMP_LFS,RO,2012 ,8222 
Y15-64,THS_PER,T,EMP_LFS,RS,2012 ,: 
Y15-64,THS_PER,T,EMP_LFS,SE,2012 ,4510 
Y15-64,THS_PER,T,EMP_LFS,SI,2012 ,906 
Y15-64,THS_PER,T,EMP_LFS,SK,2012 ,2317 
Y15-64,THS_PER,T,EMP_LFS,TR,2012 ,24171 
Y15-64,THS_PER,T,EMP_LFS,UK,2012 ,28650 
Y20-64,PC_POP,F,ACT,AT,2012 ,72.9 
Y20-64,PC_POP,F,ACT,BE,2012 ,66.5 
Y20-64,PC_POP,F,ACT,BG,2012 ,67.3 
Y20-64,PC_POP,F,ACT,CH,2012 ,79.0 
Y20-64,PC_POP,F,ACT,CY,2012 ,72.8 
Y20-64,PC_POP,F,ACT,CZ,2012 ,68.0 
Y20-64,PC_POP,F,ACT,DE,2012 ,75.5 
Y20-64,PC_POP,F,ACT,DK,2012 ,76.7 
Y20-64,PC_POP,F,ACT,EA19,2012 ,69.9 
Y20-64,PC_POP,F,ACT,EE,2012 ,76.4 
Y20-64,PC_POP,F,ACT,EL,2012 ,62.7 
Y20-64,PC_POP,F,ACT,ES,2012 ,72.4 
Y20-64,PC_POP,F,ACT,EU15,2012 ,70.7 
Y20-64,PC_POP,F,ACT,EU27_2020,2012 ,69.0 
Y20-64,PC_POP,F,ACT,EU28,2012 ,69.5 
Y20-64,PC_POP,F,ACT,FI,2012 ,77.2 
Y20-64,PC_POP,F,ACT,FR,2012 ,71.3 e
Y20-64,PC_POP,F,ACT,FX,2012 ,71.6 
Y20-64,PC_POP,F,ACT,HR,2012 ,62.2 
Y20-64,PC_POP,F,ACT,HU,2012 ,62.8 
Y20-64,PC_POP,F,ACT,IE,2012 ,68.5 
Y20-64,PC_POP,F,ACT,IS,2012 ,83.4 
Y20-64,PC_POP,F,ACT,IT,2012 ,57.0 
Y20-64,PC_POP,F,ACT,LT,2012 ,76.9 
Y20-64,PC_POP,F,ACT,LU,2012 ,68.1 
Y20-64,PC_POP,F,ACT,LV,2012 ,77.0 
Y20-64,PC_POP,F,ACT,ME,2012 ,57.6 
Y20-64,PC_POP,F,ACT,MK,2012 ,55.4 
Y20-64,PC_POP,F,ACT,MT,2012 ,51.1 
Y20-64,PC_POP,F,ACT,NL,2012 ,75.1 
Y20-64,PC_POP,F,ACT,NO,2012 ,79.1 
Y20-64,PC_POP,F,ACT,PL,2012 ,64.5 
Y20-64,PC_POP,F,ACT,PT,2012 ,74.6 
Y20-64,PC_POP,F,ACT,RO,2012 ,60.4 
Y20-64,PC_POP,F,ACT,RS,2012 ,: 
Y20-64,PC_POP,F,ACT,SE,2012 ,82.3 
Y20-64,PC_POP,F,ACT,SI,2012 ,71.3 
Y20-64,PC_POP,F,ACT,SK,2012 ,66.8 
Y20-64,PC_POP,F,ACT,TR,2012 ,34.0 
Y20-64,PC_POP,F,ACT,UK,2012 ,73.1 
Y20-64,PC_POP,F,EMP_LFS,AT,2012 ,69.6 
Y20-64,PC_POP,F,EMP_LFS,BE,2012 ,61.7 
Y20-64,PC_POP,F,EMP_LFS,BG,2012 ,60.2 
Y20-64,PC_POP,F,EMP_LFS,CH,2012 ,75.3 
Y20-64,PC_POP,F,EMP_LFS,CY,2012 ,64.8 
Y20-64,PC_POP,F,EMP_LFS,CZ,2012 ,62.5 
Y20-64,PC_POP,F,EMP_LFS,DE,2012 ,71.6 
Y20-64,PC_POP,F,EMP_LFS,DK,2012 ,71.1 
Y20-64,PC_POP,F,EMP_LFS,EA19,2012 ,62.0 
Y20-64,PC_POP,F,EMP_LFS,EE,2012 ,69.4 
Y20-64,PC_POP,F,EMP_LFS,EL,2012 ,45.2 
Y20-64,PC_POP,F,EMP_LFS,ES,2012 ,54.6 
Y20-64,PC_POP,F,EMP_LFS,EU15,2012 ,63.4 
Y20-64,PC_POP,F,EMP_LFS,EU27_2020,2012 ,61.5 
Y20-64,PC_POP,F,EMP_LFS,EU28,2012 ,62.4 
Y20-64,PC_POP,F,EMP_LFS,FI,2012 ,72.5 
Y20-64,PC_POP,F,EMP_LFS,FR,2012 ,64.6 e
Y20-64,PC_POP,F,EMP_LFS,FX,2012 ,65.1 
Y20-64,PC_POP,F,EMP_LFS,HR,2012 ,52.6 
Y20-64,PC_POP,F,EMP_LFS,HU,2012 ,56.2 
Y20-64,PC_POP,F,EMP_LFS,IE,2012 ,60.2 
Y20-64,PC_POP,F,EMP_LFS,IS,2012 ,79.1 
Y20-64,PC_POP,F,EMP_LFS,IT,2012 ,50.5 
Y20-64,PC_POP,F,EMP_LFS,JP,2012 ,64.5 
Y20-64,PC_POP,F,EMP_LFS,LT,2012 ,67.9 
Y20-64,PC_POP,F,EMP_LFS,LU,2012 ,64.1 
Y20-64,PC_POP,F,EMP_LFS,LV,2012 ,66.4 
Y20-64,PC_POP,F,EMP_LFS,ME,2012 ,46.2 
Y20-64,PC_POP,F,EMP_LFS,MK,2012 ,38.7 
Y20-64,PC_POP,F,EMP_LFS,MT,2012 ,48.0 
Y20-64,PC_POP,F,EMP_LFS,NL,2012 ,71.0 
Y20-64,PC_POP,F,EMP_LFS,NO,2012 ,77.3 
Y20-64,PC_POP,F,EMP_LFS,PL,2012 ,57.5 
Y20-64,PC_POP,F,EMP_LFS,PT,2012 ,63.0 
Y20-64,PC_POP,F,EMP_LFS,RO,2012 ,56.7 
Y20-64,PC_POP,F,EMP_LFS,RS,2012 ,: 
Y20-64,PC_POP,F,EMP_LFS,SE,2012 ,76.8 
Y20-64,PC_POP,F,EMP_LFS,SI,2012 ,64.6 
Y20-64,PC_POP,F,EMP_LFS,SK,2012 ,57.3 
