age,unit,sex,indic_em,geo,year,employment
Y15-24,PC_POP,M,EMP_LFS,EU27_2020,2008 ,38.1 
Y15-24,PC_POP,M,EMP_LFS,EU28,2008 ,40.0 
Y15-24,PC_POP,M,EMP_LFS,FI,2008 ,44.3 
Y15-24,PC_POP,M,EMP_LFS,FR,2008 ,33.9 e
Y15-24,PC_POP,M,EMP_LFS,FX,2008 ,34.4 
Y15-24,PC_POP,M,EMP_LFS,HR,2008 ,34.2 
Y15-24,PC_POP,M,EMP_LFS,HU,2008 ,23.3 
Y15-24,PC_POP,M,EMP_LFS,IE,2008 ,58.5 
Y15-24,PC_POP,M,EMP_LFS,IS,2008 ,70.1 
Y15-24,PC_POP,M,EMP_LFS,IT,2008 ,29.0 
Y15-24,PC_POP,M,EMP_LFS,LT,2008 ,30.1 
Y15-24,PC_POP,M,EMP_LFS,LU,2008 ,27.0 
Y15-24,PC_POP,M,EMP_LFS,LV,2008 ,42.1 
Y15-24,PC_POP,M,EMP_LFS,ME,2008 ,: 
Y15-24,PC_POP,M,EMP_LFS,MK,2008 ,19.2 
Y15-24,PC_POP,M,EMP_LFS,MT,2008 ,48.0 
Y15-24,PC_POP,M,EMP_LFS,NL,2008 ,64.8 
Y15-24,PC_POP,M,EMP_LFS,NO,2008 ,56.5 
Y15-24,PC_POP,M,EMP_LFS,PL,2008 ,31.0 
Y15-24,PC_POP,M,EMP_LFS,PT,2008 ,37.7 
Y15-24,PC_POP,M,EMP_LFS,RO,2008 ,29.1 
Y15-24,PC_POP,M,EMP_LFS,RS,2008 ,: 
Y15-24,PC_POP,M,EMP_LFS,SE,2008 ,42.2 
Y15-24,PC_POP,M,EMP_LFS,SI,2008 ,43.0 
Y15-24,PC_POP,M,EMP_LFS,SK,2008 ,30.8 
Y15-24,PC_POP,M,EMP_LFS,TR,2008 ,41.3 
Y15-24,PC_POP,M,EMP_LFS,UK,2008 ,53.3 b
Y15-24,PC_POP,T,ACT,AT,2008 ,59.5 
Y15-24,PC_POP,T,ACT,BE,2008 ,33.4 
Y15-24,PC_POP,T,ACT,BG,2008 ,30.1 
Y15-24,PC_POP,T,ACT,CH,2008 ,: 
Y15-24,PC_POP,T,ACT,CY,2008 ,41.7 
Y15-24,PC_POP,T,ACT,CZ,2008 ,31.1 
Y15-24,PC_POP,T,ACT,DE,2008 ,52.2 
Y15-24,PC_POP,T,ACT,DK,2008 ,69.1 b
Y15-24,PC_POP,T,ACT,EA19,2008 ,44.3 
Y15-24,PC_POP,T,ACT,EE,2008 ,40.8 
Y15-24,PC_POP,T,ACT,EL,2008 ,30.1 
Y15-24,PC_POP,T,ACT,ES,2008 ,47.7 
Y15-24,PC_POP,T,ACT,EU15,2008 ,48.1 
Y15-24,PC_POP,T,ACT,EU27_2020,2008 ,41.7 
Y15-24,PC_POP,T,ACT,EU28,2008 ,44.2 
Y15-24,PC_POP,T,ACT,FI,2008 ,53.5 
Y15-24,PC_POP,T,ACT,FR,2008 ,38.1 e
Y15-24,PC_POP,T,ACT,FX,2008 ,38.5 
Y15-24,PC_POP,T,ACT,HR,2008 ,36.6 
Y15-24,PC_POP,T,ACT,HU,2008 ,25.1 
Y15-24,PC_POP,T,ACT,IE,2008 ,66.0 
Y15-24,PC_POP,T,ACT,IS,2008 ,78.1 
Y15-24,PC_POP,T,ACT,IT,2008 ,30.7 
Y15-24,PC_POP,T,ACT,LT,2008 ,30.0 
Y15-24,PC_POP,T,ACT,LU,2008 ,29.0 
Y15-24,PC_POP,T,ACT,LV,2008 ,42.8 
Y15-24,PC_POP,T,ACT,ME,2008 ,: 
Y15-24,PC_POP,T,ACT,MK,2008 ,35.9 
Y15-24,PC_POP,T,ACT,MT,2008 ,52.7 
Y15-24,PC_POP,T,ACT,NL,2008 ,70.3 
Y15-24,PC_POP,T,ACT,NO,2008 ,62.0 
Y15-24,PC_POP,T,ACT,PL,2008 ,33.1 
Y15-24,PC_POP,T,ACT,PT,2008 ,40.9 
Y15-24,PC_POP,T,ACT,RO,2008 ,30.4 
Y15-24,PC_POP,T,ACT,RS,2008 ,: 
Y15-24,PC_POP,T,ACT,SE,2008 ,52.8 
Y15-24,PC_POP,T,ACT,SI,2008 ,42.9 
Y15-24,PC_POP,T,ACT,SK,2008 ,32.4 
Y15-24,PC_POP,T,ACT,TR,2008 ,37.1 
Y15-24,PC_POP,T,ACT,UK,2008 ,61.2 b
Y15-24,PC_POP,T,EMP_LFS,AT,2008 ,54.4 
Y15-24,PC_POP,T,EMP_LFS,BE,2008 ,27.4 
Y15-24,PC_POP,T,EMP_LFS,BG,2008 ,26.3 
Y15-24,PC_POP,T,EMP_LFS,CH,2008 ,: 
Y15-24,PC_POP,T,EMP_LFS,CY,2008 ,38.0 
Y15-24,PC_POP,T,EMP_LFS,CZ,2008 ,28.1 
Y15-24,PC_POP,T,EMP_LFS,DE,2008 ,46.6 
Y15-24,PC_POP,T,EMP_LFS,DK,2008 ,62.5 b
Y15-24,PC_POP,T,EMP_LFS,EA19,2008 ,37.3 
Y15-24,PC_POP,T,EMP_LFS,EE,2008 ,35.9 
Y15-24,PC_POP,T,EMP_LFS,EL,2008 ,23.5 
Y15-24,PC_POP,T,EMP_LFS,ES,2008 ,36.0 
Y15-24,PC_POP,T,EMP_LFS,EU15,2008 ,40.6 
Y15-24,PC_POP,T,EMP_LFS,EU27_2020,2008 ,35.0 
Y15-24,PC_POP,T,EMP_LFS,EU28,2008 ,37.2 
Y15-24,PC_POP,T,EMP_LFS,FI,2008 ,44.7 
Y15-24,PC_POP,T,EMP_LFS,FR,2008 ,30.9 e
Y15-24,PC_POP,T,EMP_LFS,FX,2008 ,31.4 
Y15-24,PC_POP,T,EMP_LFS,HR,2008 ,28.0 
Y15-24,PC_POP,T,EMP_LFS,HU,2008 ,20.2 
Y15-24,PC_POP,T,EMP_LFS,IE,2008 ,57.1 
Y15-24,PC_POP,T,EMP_LFS,IS,2008 ,71.7 
Y15-24,PC_POP,T,EMP_LFS,IT,2008 ,24.2 
Y15-24,PC_POP,T,EMP_LFS,LT,2008 ,26.0 
Y15-24,PC_POP,T,EMP_LFS,LU,2008 ,23.8 
Y15-24,PC_POP,T,EMP_LFS,LV,2008 ,37.0 
Y15-24,PC_POP,T,EMP_LFS,ME,2008 ,: 
Y15-24,PC_POP,T,EMP_LFS,MK,2008 ,15.7 
Y15-24,PC_POP,T,EMP_LFS,MT,2008 ,46.6 
Y15-24,PC_POP,T,EMP_LFS,NL,2008 ,64.3 
Y15-24,PC_POP,T,EMP_LFS,NO,2008 ,57.3 
Y15-24,PC_POP,T,EMP_LFS,PL,2008 ,27.3 
Y15-24,PC_POP,T,EMP_LFS,PT,2008 ,34.1 
Y15-24,PC_POP,T,EMP_LFS,RO,2008 ,24.8 
Y15-24,PC_POP,T,EMP_LFS,RS,2008 ,: 
Y15-24,PC_POP,T,EMP_LFS,SE,2008 ,42.2 
Y15-24,PC_POP,T,EMP_LFS,SI,2008 ,38.4 
Y15-24,PC_POP,T,EMP_LFS,SK,2008 ,26.2 
Y15-24,PC_POP,T,EMP_LFS,TR,2008 ,30.3 
Y15-24,PC_POP,T,EMP_LFS,UK,2008 ,52.0 b
Y15-24,THS_PER,F,ACT,AT,2008 ,279 
Y15-24,THS_PER,F,ACT,BE,2008 ,197 
Y15-24,THS_PER,F,ACT,BG,2008 ,127 
Y15-24,THS_PER,F,ACT,CH,2008 ,: 
Y15-24,THS_PER,F,ACT,CY,2008 ,20 
Y15-24,THS_PER,F,ACT,CZ,2008 ,170 
Y15-24,THS_PER,F,ACT,DE,2008 ,2263 
Y15-24,THS_PER,F,ACT,DK,2008 ,212 b
Y15-24,THS_PER,F,ACT,EA19,2008 ,7652 
Y15-24,THS_PER,F,ACT,EE,2008 ,35 
Y15-24,THS_PER,F,ACT,EL,2008 ,163 
Y15-24,THS_PER,F,ACT,ES,2008 ,1089 
Y15-24,THS_PER,F,ACT,EU15,2008 ,10087 
Y15-24,THS_PER,F,ACT,EU27_2020,2008 ,9853 
Y15-24,THS_PER,F,ACT,EU28,2008 ,12105 
Y15-24,THS_PER,F,ACT,FI,2008 ,172 
Y15-24,THS_PER,F,ACT,FR,2008 ,1324 e
Y15-24,THS_PER,F,ACT,FX,2008 ,1294 
Y15-24,THS_PER,F,ACT,HR,2008 ,77 
Y15-24,THS_PER,F,ACT,HU,2008 ,129 
Y15-24,THS_PER,F,ACT,IE,2008 ,205 
Y15-24,THS_PER,F,ACT,IS,2008 ,15 
Y15-24,THS_PER,F,ACT,IT,2008 ,744 
Y15-24,THS_PER,F,ACT,LT,2008 ,60 
Y15-24,THS_PER,F,ACT,LU,2008 ,7 
Y15-24,THS_PER,F,ACT,LV,2008 ,60 
Y15-24,THS_PER,F,ACT,ME,2008 ,: 
Y15-24,THS_PER,F,ACT,MK,2008 ,44 
Y15-24,THS_PER,F,ACT,MT,2008 ,14 
Y15-24,THS_PER,F,ACT,NL,2008 ,674 
Y15-24,THS_PER,F,ACT,NO,2008 ,184 
Y15-24,THS_PER,F,ACT,PL,2008 ,793 
Y15-24,THS_PER,F,ACT,PT,2008 ,224 
Y15-24,THS_PER,F,ACT,RO,2008 ,378 
Y15-24,THS_PER,F,ACT,RS,2008 ,: 
Y15-24,THS_PER,F,ACT,SE,2008 ,313 
Y15-24,THS_PER,F,ACT,SI,2008 ,45 
Y15-24,THS_PER,F,ACT,SK,2008 ,109 
Y15-24,THS_PER,F,ACT,TR,2008 ,1433 
Y15-24,THS_PER,F,ACT,UK,2008 ,2252 b
Y15-24,THS_PER,F,EMP_LFS,AT,2008 ,255 
Y15-24,THS_PER,F,EMP_LFS,BE,2008 ,160 
Y15-24,THS_PER,F,EMP_LFS,BG,2008 ,112 
Y15-24,THS_PER,F,EMP_LFS,CH,2008 ,: 
Y15-24,THS_PER,F,EMP_LFS,CY,2008 ,18 
Y15-24,THS_PER,F,EMP_LFS,CZ,2008 ,153 
Y15-24,THS_PER,F,EMP_LFS,DE,2008 ,2037 
Y15-24,THS_PER,F,EMP_LFS,DK,2008 ,190 b
Y15-24,THS_PER,F,EMP_LFS,EA19,2008 ,6426 
Y15-24,THS_PER,F,EMP_LFS,EE,2008 ,31 
Y15-24,THS_PER,F,EMP_LFS,EL,2008 ,117 
Y15-24,THS_PER,F,EMP_LFS,ES,2008 ,811 
Y15-24,THS_PER,F,EMP_LFS,EU15,2008 ,8537 
Y15-24,THS_PER,F,EMP_LFS,EU27_2020,2008 ,8234 
Y15-24,THS_PER,F,EMP_LFS,EU28,2008 ,10198 
Y15-24,THS_PER,F,EMP_LFS,FI,2008 ,145 
Y15-24,THS_PER,F,EMP_LFS,FR,2008 ,1074 e
Y15-24,THS_PER,F,EMP_LFS,FX,2008 ,1060 
Y15-24,THS_PER,F,EMP_LFS,HR,2008 ,55 
Y15-24,THS_PER,F,EMP_LFS,HU,2008 ,103 
Y15-24,THS_PER,F,EMP_LFS,IE,2008 ,184 
Y15-24,THS_PER,F,EMP_LFS,IS,2008 ,14 
Y15-24,THS_PER,F,EMP_LFS,IT,2008 ,560 
Y15-24,THS_PER,F,EMP_LFS,LT,2008 ,51 
Y15-24,THS_PER,F,EMP_LFS,LU,2008 ,6 
Y15-24,THS_PER,F,EMP_LFS,LV,2008 ,52 
Y15-24,THS_PER,F,EMP_LFS,ME,2008 ,: 
Y15-24,THS_PER,F,EMP_LFS,MK,2008 ,19 
Y15-24,THS_PER,F,EMP_LFS,MT,2008 ,12 
Y15-24,THS_PER,F,EMP_LFS,NL,2008 ,621 
Y15-24,THS_PER,F,EMP_LFS,NO,2008 ,172 
Y15-24,THS_PER,F,EMP_LFS,PL,2008 ,636 
Y15-24,THS_PER,F,EMP_LFS,PT,2008 ,179 
Y15-24,THS_PER,F,EMP_LFS,RO,2008 ,309 
Y15-24,THS_PER,F,EMP_LFS,RS,2008 ,: 
Y15-24,THS_PER,F,EMP_LFS,SE,2008 ,248 
Y15-24,THS_PER,F,EMP_LFS,SI,2008 ,39 
Y15-24,THS_PER,F,EMP_LFS,SK,2008 ,88 
Y15-24,THS_PER,F,EMP_LFS,TR,2008 ,1162 
Y15-24,THS_PER,F,EMP_LFS,UK,2008 ,1964 b
Y15-24,THS_PER,M,ACT,AT,2008 ,310 
Y15-24,THS_PER,M,ACT,BE,2008 ,236 
Y15-24,THS_PER,M,ACT,BG,2008 ,174 
Y15-24,THS_PER,M,ACT,CH,2008 ,: 
Y15-24,THS_PER,M,ACT,CY,2008 ,19 
Y15-24,THS_PER,M,ACT,CZ,2008 ,248 
Y15-24,THS_PER,M,ACT,DE,2008 ,2635 
Y15-24,THS_PER,M,ACT,DK,2008 ,226 b
Y15-24,THS_PER,M,ACT,EA19,2008 ,9272 
Y15-24,THS_PER,M,ACT,EE,2008 ,43 
Y15-24,THS_PER,M,ACT,EL,2008 ,212 
Y15-24,THS_PER,M,ACT,ES,2008 ,1343 
Y15-24,THS_PER,M,ACT,EU15,2008 ,11845 
Y15-24,THS_PER,M,ACT,EU27_2020,2008 ,12107 
Y15-24,THS_PER,M,ACT,EU28,2008 ,14601 
Y15-24,THS_PER,M,ACT,FI,2008 ,169 
Y15-24,THS_PER,M,ACT,FR,2008 ,1626 e
Y15-24,THS_PER,M,ACT,FX,2008 ,1585 
Y15-24,THS_PER,M,ACT,HR,2008 ,116 
Y15-24,THS_PER,M,ACT,HU,2008 ,178 
Y15-24,THS_PER,M,ACT,IE,2008 ,233 
Y15-24,THS_PER,M,ACT,IS,2008 ,16 
Y15-24,THS_PER,M,ACT,IT,2008 ,1088 
Y15-24,THS_PER,M,ACT,LT,2008 ,84 
Y15-24,THS_PER,M,ACT,LU,2008 ,8 
Y15-24,THS_PER,M,ACT,LV,2008 ,83 
Y15-24,THS_PER,M,ACT,ME,2008 ,: 
Y15-24,THS_PER,M,ACT,MK,2008 ,72 
Y15-24,THS_PER,M,ACT,MT,2008 ,16 
Y15-24,THS_PER,M,ACT,NL,2008 ,718 
Y15-24,THS_PER,M,ACT,NO,2008 ,187 
Y15-24,THS_PER,M,ACT,PL,2008 ,993 
Y15-24,THS_PER,M,ACT,PT,2008 ,266 
Y15-24,THS_PER,M,ACT,RO,2008 ,575 
Y15-24,THS_PER,M,ACT,RS,2008 ,: 
Y15-24,THS_PER,M,ACT,SE,2008 ,324 
Y15-24,THS_PER,M,ACT,SI,2008 ,65 
Y15-24,THS_PER,M,ACT,SK,2008 ,161 
Y15-24,THS_PER,M,ACT,TR,2008 ,2833 
Y15-24,THS_PER,M,ACT,UK,2008 ,2494 b
Y15-24,THS_PER,M,EMP_LFS,AT,2008 ,284 
Y15-24,THS_PER,M,EMP_LFS,BE,2008 ,195 
Y15-24,THS_PER,M,EMP_LFS,BG,2008 ,150 
Y15-24,THS_PER,M,EMP_LFS,CH,2008 ,: 
Y15-24,THS_PER,M,EMP_LFS,CY,2008 ,17 
Y15-24,THS_PER,M,EMP_LFS,CZ,2008 ,224 
Y15-24,THS_PER,M,EMP_LFS,DE,2008 ,2344 
Y15-24,THS_PER,M,EMP_LFS,DK,2008 ,207 b
Y15-24,THS_PER,M,EMP_LFS,EA19,2008 ,7824 
Y15-24,THS_PER,M,EMP_LFS,EE,2008 ,38 
Y15-24,THS_PER,M,EMP_LFS,EL,2008 ,176 
Y15-24,THS_PER,M,EMP_LFS,ES,2008 ,1026 
Y15-24,THS_PER,M,EMP_LFS,EU15,2008 ,9956 
Y15-24,THS_PER,M,EMP_LFS,EU27_2020,2008 ,10210 
Y15-24,THS_PER,M,EMP_LFS,EU28,2008 ,12278 
Y15-24,THS_PER,M,EMP_LFS,FI,2008 ,140 
Y15-24,THS_PER,M,EMP_LFS,FR,2008 ,1316 e
Y15-24,THS_PER,M,EMP_LFS,FX,2008 ,1291 
Y15-24,THS_PER,M,EMP_LFS,HR,2008 ,92 
Y15-24,THS_PER,M,EMP_LFS,HU,2008 ,144 
Y15-24,THS_PER,M,EMP_LFS,IE,2008 ,195 
Y15-24,THS_PER,M,EMP_LFS,IS,2008 ,15 
Y15-24,THS_PER,M,EMP_LFS,IT,2008 ,883 
Y15-24,THS_PER,M,EMP_LFS,LT,2008 ,73 
Y15-24,THS_PER,M,EMP_LFS,LU,2008 ,7 
Y15-24,THS_PER,M,EMP_LFS,LV,2008 ,71 
Y15-24,THS_PER,M,EMP_LFS,ME,2008 ,: 
Y15-24,THS_PER,M,EMP_LFS,MK,2008 ,32 
Y15-24,THS_PER,M,EMP_LFS,MT,2008 ,14 
Y15-24,THS_PER,M,EMP_LFS,NL,2008 ,651 
Y15-24,THS_PER,M,EMP_LFS,NO,2008 ,171 
Y15-24,THS_PER,M,EMP_LFS,PL,2008 ,842 
Y15-24,THS_PER,M,EMP_LFS,PT,2008 ,230 
Y15-24,THS_PER,M,EMP_LFS,RO,2008 ,467 
Y15-24,THS_PER,M,EMP_LFS,RS,2008 ,: 
Y15-24,THS_PER,M,EMP_LFS,SE,2008 ,260 
Y15-24,THS_PER,M,EMP_LFS,SI,2008 ,58 
Y15-24,THS_PER,M,EMP_LFS,SK,2008 ,131 
Y15-24,THS_PER,M,EMP_LFS,TR,2008 ,2315 
Y15-24,THS_PER,M,EMP_LFS,UK,2008 ,2069 b
Y15-24,THS_PER,T,ACT,AT,2008 ,588 
Y15-24,THS_PER,T,ACT,BE,2008 ,433 
Y15-24,THS_PER,T,ACT,BG,2008 ,301 
Y15-24,THS_PER,T,ACT,CH,2008 ,: 
Y15-24,THS_PER,T,ACT,CY,2008 ,39 
Y15-24,THS_PER,T,ACT,CZ,2008 ,418 
Y15-24,THS_PER,T,ACT,DE,2008 ,4898 
Y15-24,THS_PER,T,ACT,DK,2008 ,439 b
Y15-24,THS_PER,T,ACT,EA19,2008 ,16925 
Y15-24,THS_PER,T,ACT,EE,2008 ,78 
Y15-24,THS_PER,T,ACT,EL,2008 ,374 
Y15-24,THS_PER,T,ACT,ES,2008 ,2431 
Y15-24,THS_PER,T,ACT,EU15,2008 ,21932 
Y15-24,THS_PER,T,ACT,EU27_2020,2008 ,21960 
Y15-24,THS_PER,T,ACT,EU28,2008 ,26705 
Y15-24,THS_PER,T,ACT,FI,2008 ,341 
Y15-24,THS_PER,T,ACT,FR,2008 ,2949 e
Y15-24,THS_PER,T,ACT,FX,2008 ,2879 
Y15-24,THS_PER,T,ACT,HR,2008 ,193 
Y15-24,THS_PER,T,ACT,HU,2008 ,308 
Y15-24,THS_PER,T,ACT,IE,2008 ,438 
Y15-24,THS_PER,T,ACT,IS,2008 ,31 
Y15-24,THS_PER,T,ACT,IT,2008 ,1832 
Y15-24,THS_PER,T,ACT,LT,2008 ,144 
Y15-24,THS_PER,T,ACT,LU,2008 ,16 
Y15-24,THS_PER,T,ACT,LV,2008 ,143 
Y15-24,THS_PER,T,ACT,ME,2008 ,: 
Y15-24,THS_PER,T,ACT,MK,2008 ,116 
Y15-24,THS_PER,T,ACT,MT,2008 ,30 
Y15-24,THS_PER,T,ACT,NL,2008 ,1391 
Y15-24,THS_PER,T,ACT,NO,2008 ,371 
Y15-24,THS_PER,T,ACT,PL,2008 ,1787 
Y15-24,THS_PER,T,ACT,PT,2008 ,490 
Y15-24,THS_PER,T,ACT,RO,2008 ,953 
Y15-24,THS_PER,T,ACT,RS,2008 ,: 
Y15-24,THS_PER,T,ACT,SE,2008 ,637 
Y15-24,THS_PER,T,ACT,SI,2008 ,109 
Y15-24,THS_PER,T,ACT,SK,2008 ,271 
Y15-24,THS_PER,T,ACT,TR,2008 ,4265 
Y15-24,THS_PER,T,ACT,UK,2008 ,4745 b
Y15-24,THS_PER,T,EMP_LFS,AT,2008 ,538 
Y15-24,THS_PER,T,EMP_LFS,BE,2008 ,356 
Y15-24,THS_PER,T,EMP_LFS,BG,2008 ,263 
Y15-24,THS_PER,T,EMP_LFS,CH,2008 ,: 
Y15-24,THS_PER,T,EMP_LFS,CY,2008 ,35 
Y15-24,THS_PER,T,EMP_LFS,CZ,2008 ,377 
Y15-24,THS_PER,T,EMP_LFS,DE,2008 ,4381 
Y15-24,THS_PER,T,EMP_LFS,DK,2008 ,397 b
Y15-24,THS_PER,T,EMP_LFS,EA19,2008 ,14250 
Y15-24,THS_PER,T,EMP_LFS,EE,2008 ,69 
Y15-24,THS_PER,T,EMP_LFS,EL,2008 ,292 
Y15-24,THS_PER,T,EMP_LFS,ES,2008 ,1837 
Y15-24,THS_PER,T,EMP_LFS,EU15,2008 ,18493 
Y15-24,THS_PER,T,EMP_LFS,EU27_2020,2008 ,18444 
Y15-24,THS_PER,T,EMP_LFS,EU28,2008 ,22476 
Y15-24,THS_PER,T,EMP_LFS,FI,2008 ,285 
Y15-24,THS_PER,T,EMP_LFS,FR,2008 ,2390 e
Y15-24,THS_PER,T,EMP_LFS,FX,2008 ,2351 
Y15-24,THS_PER,T,EMP_LFS,HR,2008 ,147 
Y15-24,THS_PER,T,EMP_LFS,HU,2008 ,248 
Y15-24,THS_PER,T,EMP_LFS,IE,2008 ,379 
Y15-24,THS_PER,T,EMP_LFS,IS,2008 ,29 
Y15-24,THS_PER,T,EMP_LFS,IT,2008 ,1443 
Y15-24,THS_PER,T,EMP_LFS,LT,2008 ,125 
Y15-24,THS_PER,T,EMP_LFS,LU,2008 ,13 
Y15-24,THS_PER,T,EMP_LFS,LV,2008 ,123 
Y15-24,THS_PER,T,EMP_LFS,ME,2008 ,: 
Y15-24,THS_PER,T,EMP_LFS,MK,2008 ,51 
Y15-24,THS_PER,T,EMP_LFS,MT,2008 ,26 
Y15-24,THS_PER,T,EMP_LFS,NL,2008 ,1272 
Y15-24,THS_PER,T,EMP_LFS,NO,2008 ,343 
Y15-24,THS_PER,T,EMP_LFS,PL,2008 ,1478 
Y15-24,THS_PER,T,EMP_LFS,PT,2008 ,408 
Y15-24,THS_PER,T,EMP_LFS,RO,2008 ,776 
Y15-24,THS_PER,T,EMP_LFS,RS,2008 ,: 
Y15-24,THS_PER,T,EMP_LFS,SE,2008 ,508 
Y15-24,THS_PER,T,EMP_LFS,SI,2008 ,98 
Y15-24,THS_PER,T,EMP_LFS,SK,2008 ,219 
Y15-24,THS_PER,T,EMP_LFS,TR,2008 ,3478 
Y15-24,THS_PER,T,EMP_LFS,UK,2008 ,4032 b
Y15-64,PC_POP,F,ACT,AT,2008 ,67.8 
Y15-64,PC_POP,F,ACT,BE,2008 ,60.8 
Y15-64,PC_POP,F,ACT,BG,2008 ,63.1 
Y15-64,PC_POP,F,ACT,CH,2008 ,: 
Y15-64,PC_POP,F,ACT,CY,2008 ,65.7 
Y15-64,PC_POP,F,ACT,CZ,2008 ,61.0 
Y15-64,PC_POP,F,ACT,DE,2008 ,69.7 
Y15-64,PC_POP,F,ACT,DK,2008 ,75.5 b
Y15-64,PC_POP,F,ACT,EA19,2008 ,63.8 
Y15-64,PC_POP,F,ACT,EE,2008 ,70.3 
Y15-64,PC_POP,F,ACT,EL,2008 ,55.0 
Y15-64,PC_POP,F,ACT,ES,2008 ,63.6 
Y15-64,PC_POP,F,ACT,EU15,2008 ,65.1 
Y15-64,PC_POP,F,ACT,EU27_2020,2008 ,62.8 
Y15-64,PC_POP,F,ACT,EU28,2008 ,63.6 
Y15-64,PC_POP,F,ACT,FI,2008 ,73.9 
Y15-64,PC_POP,F,ACT,FR,2008 ,64.8 e
Y15-64,PC_POP,F,ACT,FX,2008 ,65.2 
Y15-64,PC_POP,F,ACT,HR,2008 ,59.0 
Y15-64,PC_POP,F,ACT,HU,2008 ,54.7 
Y15-64,PC_POP,F,ACT,IE,2008 ,66.0 
Y15-64,PC_POP,F,ACT,IS,2008 ,81.7 
Y15-64,PC_POP,F,ACT,IT,2008 ,51.6 
Y15-64,PC_POP,F,ACT,LT,2008 ,65.5 
Y15-64,PC_POP,F,ACT,LU,2008 ,58.7 
Y15-64,PC_POP,F,ACT,LV,2008 ,70.3 
Y15-64,PC_POP,F,ACT,ME,2008 ,: 
Y15-64,PC_POP,F,ACT,MK,2008 ,50.2 
Y15-64,PC_POP,F,ACT,MT,2008 ,40.4 
Y15-64,PC_POP,F,ACT,NL,2008 ,71.3 
Y15-64,PC_POP,F,ACT,NO,2008 ,77.2 
Y15-64,PC_POP,F,ACT,PL,2008 ,57.0 
Y15-64,PC_POP,F,ACT,PT,2008 ,68.9 
Y15-64,PC_POP,F,ACT,RO,2008 ,55.2 
Y15-64,PC_POP,F,ACT,RS,2008 ,: 
Y15-64,PC_POP,F,ACT,SE,2008 ,76.9 
Y15-64,PC_POP,F,ACT,SI,2008 ,67.5 
Y15-64,PC_POP,F,ACT,SK,2008 ,61.3 
Y15-64,PC_POP,F,ACT,TR,2008 ,26.2 
Y15-64,PC_POP,F,ACT,UK,2008 ,69.3 b
Y15-64,PC_POP,F,EMP_LFS,AT,2008 ,64.8 
Y15-64,PC_POP,F,EMP_LFS,BE,2008 ,56.2 
Y15-64,PC_POP,F,EMP_LFS,BG,2008 ,59.5 
Y15-64,PC_POP,F,EMP_LFS,CH,2008 ,: 
Y15-64,PC_POP,F,EMP_LFS,CY,2008 ,62.9 
Y15-64,PC_POP,F,EMP_LFS,CZ,2008 ,57.6 
Y15-64,PC_POP,F,EMP_LFS,DE,2008 ,64.3 
Y15-64,PC_POP,F,EMP_LFS,DK,2008 ,72.4 b
Y15-64,PC_POP,F,EMP_LFS,EA19,2008 ,58.5 
Y15-64,PC_POP,F,EMP_LFS,EE,2008 ,66.6 
Y15-64,PC_POP,F,EMP_LFS,EL,2008 ,48.6 
Y15-64,PC_POP,F,EMP_LFS,ES,2008 ,55.4 
Y15-64,PC_POP,F,EMP_LFS,EU15,2008 ,60.0 
Y15-64,PC_POP,F,EMP_LFS,EU27_2020,2008 ,57.8 
Y15-64,PC_POP,F,EMP_LFS,EU28,2008 ,58.8 
Y15-64,PC_POP,F,EMP_LFS,FI,2008 ,69.0 
Y15-64,PC_POP,F,EMP_LFS,FR,2008 ,59.8 e
Y15-64,PC_POP,F,EMP_LFS,FX,2008 ,60.3 
Y15-64,PC_POP,F,EMP_LFS,HR,2008 ,52.7 
Y15-64,PC_POP,F,EMP_LFS,HU,2008 ,50.3 
Y15-64,PC_POP,F,EMP_LFS,IE,2008 ,62.2 
Y15-64,PC_POP,F,EMP_LFS,IS,2008 ,79.6 
Y15-64,PC_POP,F,EMP_LFS,IT,2008 ,47.2 
Y15-64,PC_POP,F,EMP_LFS,LT,2008 ,61.8 
Y15-64,PC_POP,F,EMP_LFS,LU,2008 ,55.1 
Y15-64,PC_POP,F,EMP_LFS,LV,2008 ,65.2 
Y15-64,PC_POP,F,EMP_LFS,ME,2008 ,: 
Y15-64,PC_POP,F,EMP_LFS,MK,2008 ,32.9 
Y15-64,PC_POP,F,EMP_LFS,MT,2008 ,37.7 
Y15-64,PC_POP,F,EMP_LFS,NL,2008 ,68.1 
Y15-64,PC_POP,F,EMP_LFS,NO,2008 ,75.4 
Y15-64,PC_POP,F,EMP_LFS,PL,2008 ,52.4 
Y15-64,PC_POP,F,EMP_LFS,PT,2008 ,62.5 
Y15-64,PC_POP,F,EMP_LFS,RO,2008 ,52.5 
Y15-64,PC_POP,F,EMP_LFS,RS,2008 ,: 
Y15-64,PC_POP,F,EMP_LFS,SE,2008 ,71.8 
Y15-64,PC_POP,F,EMP_LFS,SI,2008 ,64.2 
Y15-64,PC_POP,F,EMP_LFS,SK,2008 ,54.6 
Y15-64,PC_POP,F,EMP_LFS,TR,2008 ,23.5 
Y15-64,PC_POP,F,EMP_LFS,UK,2008 ,65.7 b
Y15-64,PC_POP,M,ACT,AT,2008 ,80.0 
Y15-64,PC_POP,M,ACT,BE,2008 ,73.3 
Y15-64,PC_POP,M,ACT,BG,2008 ,72.5 
Y15-64,PC_POP,M,ACT,CH,2008 ,: 
Y15-64,PC_POP,M,ACT,CY,2008 ,82.0 
