DATAFLOW,LAST UPDATE,freq,age,unit,sex,indic_em,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2000,72.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2001,71.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2002,69.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2003,69.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2004,69.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2005,71.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2006,74.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2007,74.5,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2008,70.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2009,62.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2010,56.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2011,53.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2012,51.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2013,51.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2014,50.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2015,50.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2016,52.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2017,47.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2018,48.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2019,48.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IE,2020,44.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2003,75.5,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2004,71.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2005,74.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2006,77.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2007,80.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2008,77.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2009,70.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2010,71.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2011,71.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2012,73.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2013,74.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2014,77.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2015,78.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2016,82.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2017,82.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2018,79.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2019,76.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IS,2020,70.4,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1993,45.8,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1994,44.1,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1995,43.8,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1996,43.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1997,43.1,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1998,43.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,1999,42.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2000,42.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2001,40.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2002,39.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2003,39.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2004,40.6,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2005,38.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2006,37.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2007,36.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2008,35.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2009,33.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2010,32.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2011,31.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2012,32.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2013,30.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2014,31.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2015,30.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2016,30.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2017,30.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2018,29.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2019,29.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,IT,2020,28.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,1997,53.3,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,1998,51.2,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,1999,47.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2000,42.3,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2001,38.3,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2002,35.2,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2003,34.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2004,30.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2005,29.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2006,29.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2007,31.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2008,34.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2009,32.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2010,31.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2011,32.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2012,32.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2013,35.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2014,38.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2015,36.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2016,38.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2017,37.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2018,38.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2019,38.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LT,2020,38.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1993,38.7,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1994,38.1,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1995,35.7,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1996,36.5,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1997,34.7,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1998,33.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,1999,32.9,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2000,33.3,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2001,32.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2002,34.6,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2003,31.0,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2004,29.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2005,32.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2006,30.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2007,30.6,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2008,30.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2009,34.9,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2010,26.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2011,26.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2012,28.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2013,29.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2014,29.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2015,36.2,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2016,30.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2017,32.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2018,33.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2019,37.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LU,2020,33.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,1997,50.5,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,1998,50.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,1999,49.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2000,45.0,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2001,43.2,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2002,44.2,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2003,44.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2004,43.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2005,43.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2006,47.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2007,49.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2008,49.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2009,46.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2010,42.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2011,41.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2012,44.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2013,42.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2014,45.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2015,45.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2016,43.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2017,42.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2018,40.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2019,39.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,LV,2020,37.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2011,27.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2012,28.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2013,28.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2014,33.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2015,33.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2016,35.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2017,34.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2018,38.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2019,41.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,ME,2020,36.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2006,42.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2007,43.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2008,43.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2009,43.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2010,42.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2011,39.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2012,40.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2013,39.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2014,39.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2015,40.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2016,39.2,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2017,41.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2018,40.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2019,38.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MK,2020,38.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,1997,59.8,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,1998,59.5,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,1999,59.5,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2000,59.8,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2001,61.6,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2002,61.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2003,58.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2004,59.9,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2005,55.8,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2006,56.8,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2007,57.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2008,55.3,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2009,54.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2010,53.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2011,55.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2012,54.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2013,56.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2014,53.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2015,53.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2016,54.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2017,54.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2018,55.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2019,56.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,MT,2020,55.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1993,61.2,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1994,61.6,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1995,61.9,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1996,61.8,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1997,64.6,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1998,67.0,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,1999,68.4,e
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2000,73.7,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2001,74.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2002,74.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2003,73.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2004,72.0,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2005,68.2,b
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2006,68.1,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2007,70.6,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2008,71.4,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2009,70.5,
ESTAT:LFSI_EMP_A_H(1.0),15/02/23 23:00:00,A,Y15-24,PC_POP,M,ACT,NL,2010,67.9,
